  <entry n=""> 
  	<note type="occurencesNT"></note>
  	<form><orth></orth></form>
 	<gramGrp><pos></pos></gramGrp>
 	<sense></sense>
 	<sense n="1">1. †</sense>
 	<ref osisRef=""></ref>
 	<foreign xml:lang="grc"></foreign>
 </entry>

Order	LX	Strong	OccurencesNT	Source
2867	κόφινος	G2894	6	
2879	κραυγή	G2906	6	
2929	Κυρηναῖος	G2956	6	
2963	λανθάνω	G2990	6	
2966	Λαοδίκεια	G2993	6	
2980	λείπω	G3007	6	
2982	λειτουργία	G3009	6	
3047	λύκος	G3074	6	
3055	Λύστρα	G3082	6	
3070	μάγος	G3097	6	
3121	μάστιξ	G3148	6	
3125	μάταιος	G3152	6	
3162	μέλας	G3189	6	
3181	μέριμνα	G3308	6	
3189	μεσίτης	G3316	6	
3211	μεταμέλομαι	G3338	6	
3219	μετατίθημι	G3346	6	
3226	μέτοχος	G3353	6	
3275	μιμητής	G3402	6	
3306	μόλις	G3433	6	
3321	μόσχος	G3448	6	
3351	Ναζαρέθ	G3478	6	
3352	Ναζαρηνός	G3479	6	
3355	Ναθαναήλ	G3482	6	
3398	νήφω	G3525	6	
3413	νόημα	G3540	6	
3540	ὁμοίωμα	G3667	6	
3544	ὁμολογία	G3671	6	
3550	ὄναρ	G3677	6	
3563	ὄξος	G3690	6	
3569	ὅπλον	G3696	6	
3596	ὀρθῶς	G3723	6	
3617	ὀσμή	G3744	6	
3682	παιδεία	G3809	6	
3731	παραδέχομαι	G3858	6	
3777	παρασκευή	G3904	6	
3779	παρατηρέω	G3906	6	
3867	πενθερά	G3994	6	
3873	πεντακισχίλιοι	G4000	6	
3879	πεποίθησις	G4006	6	
3886	περιάγω	G4013	6	
3897	περιζώννυμι	G4024	6	
3954	πηλός	G4081	6	
3955	πήρα	G4082	6	
3999	πλέω	G4126	6	
4008	πληροφορέω	G4135	6	
4036	ποιητής	G4163	6	
4107	πρᾶξις	G4234	6	
4171	προκόπτω	G4298	6	
4221	πρόσκομμα	G4348	6	
4265	πρόφασις	G4392	6	
4319	πυρετός	G4446	6	
4321	πυρόομαι	G4448	6	
4328	πώποτε	G4455	6	
4330	πώρωσις	G4457	6	
4443	σβέννυμι	G4570	6	
4464	σημαίνω	G4591	6	
4489	σινδών	G4616	6	
4518	σκληρύνω	G4645	6	
4521	σκοπέω	G4648	6	
4565	σπεύδω	G4692	6	
4566	σπήλαιον	G4693	6	
4576	σπόρος	G4703	6	
4600	στενάζω	G4727	6	
4620	στοιχεῖον	G4747	6	
4639	στρώννυμι	G4766	6	
4687	συλλαλέω	G4814	6	
4693	συμβάλλω	G4820	6	
4729	συμφωνέω	G4856	6	
4749	συναντάω	G4876	6	
4782	συνευδοκέω	G4909	6	
4803	συντέλεια	G4930	6	
4804	συντελέω	G4931	6	
4866	σωφρονέω	G4993	6	
5047	Τρῳάς	G5174	6	
5049	τρώγω	G5176	6	
5095	ὑπάντησις	G5222	6	
5108	ὑπερβάλλω	G5235	6	
5131	ὕπνος	G5258	6	
5135	ὑπόδειγμα	G5262	6	
5184	ὕψος	G5311	6	
5210	φαῦλος	G5337	6	
5222	φθαρτός	G5349	6	
5233	φιλαδελφία	G5360	6	
5282	φορέω	G5409	6	
5286	φορτίον	G5413	6	
5317	φύλλον	G5444	6	
5367	χειμών	G5494	6	
5372	χειροποίητος	G5499	6	
5409	χρῆμα	G5536	6	
5464	ψυχικός	G5591	6	
5487	ὡσαννά	G5614	6	
2069	εὖ	G2095	6	
388	ἀνεκτότερος	G414	6	KJV
541	ἀπέχομαι	G567	6	KJV
985	βουλεύω	G1011	6	KJV
1185	δή	G1211	6	KJV
1564	ἐκλύω	G1590	6	KJV
2422	Ἰουδά	G2448	6	KJV
3628	ὅτου	G3755	6	KJV
5078	ὑετός	G5205	6	KJV
77	ᾄδω	G103	5	
98	Αἰγύπτιος	G124	5	
127	αἰσχύνομαι	G153	5	
155	ἀκαταστασία	G181	5	
205	ἁλιεύς	G231	5	
230	Ἁλφαῖος	G256	5	
247	ἄμεμπτος	G273	5	
259	ἄμμος	G285	5	
323	ἀνακράζω	G349	5	
346	ἀνάπαυσις	G372	5	
349	ἀναπέμπω	G375	5	
384	ἀνέγκλητος	G410	5	
398	ἀνέρχομαι	G424	5	
399	ἄνεσις	G425	5	
420	ἀνθύπατος	G446	5	
450	ἀντίδικος	G476	5	
472	ἀντιτάσσομαι	G498	5	
474	ἀντίχριστος	G500	5	
491	ἀόρατος	G517	5	
535	ἀπέναντι	G561	5	
619	ἀποσπάω	G645	5	
625	ἀποστολή	G651	5	
646	ἀποχωρέω	G672	5	
670	ἄργυρος	G696	5	
677	ἀρετή	G703	5	
682	Ἀρίσταρχος	G708	5	
701	ἅρπαξ	G727	5	
706	ἄρρωστος	G732	5	
709	Ἄρτεμις	G735	5	
775	ἀσύνετος	G801	5	
827	ἀφανίζω	G853	5	
911	βασιλικός	G937	5	
926	βέβηλος	G952	5	
940	Βηθσαϊδά	G966	5	
998	βραχύς	G1024	5	
1013	βύσσινος	G1039	5	
1023	γαζοφυλάκιον	G1049	5	
1024	Γάϊος	G1050	5	
1025	γάλα	G1051	5	
1052	γένεσις	G1078	5	
1133	δαπανάω	G1159	5	
1154	δεκατέσσαρες	G1180	5	
1158	δεκτός	G1184	5	
1239	διαμένω	G1265	5	
1253	διαπορεύομαι	G1279	5	
1320	δικαίως	G1346	5	
1352	δόγμα	G1378	5	
1371	δουλεία	G1397	5	
1398	δυσμή	G1424	5	
1414	ἑβδομήκοντα	G1440	5	
1439	ἐγκόπτω	G1465	5	
1456	ἐθνικός	G1482	5	
1465	εἶδος	G1491	5	
1496	εἰσακούω	G1522	5	
1503	εἴσοδος	G1529	5	
1565	ἐκμάσσω	G1591	5	
1598	ἐκτρέπομαι	G1624	5	
1617	ἐλαύνω	G1643	5	
1664	ἐμβριμάομαι	G1690	5	
1679	ἐμπίμπλημι	G1705	5	
1687	ἔμπορος	G1713	5	
1693	ἔμφοβος	G1719	5	
1700	ἐναντίον	G1726	5	
1741	ἐννέα	G1767	5	
1748	ἐνοικέω	G1774	5	
1758	ἔντιμος	G1784	5	
1767	ἐντυγχάνω	G1793	5	
1784	ἐξαίφνης	G1810	5	
1787	ἐξαλείφω	G1813	5	
1897	ἐπιγραφή	G1923	5	
1898	ἐπιγράφω	G1924	5	
1907	ἐπιεικής	G1933	5	
1956	ἐπισκιάζω	G1982	5	
1959	ἐπίσκοπος	G1985	5	
1987	ἐπιτυγχάνω	G2013	5	
1997	ἐπιχορηγέω	G2023	5	
2118	εὐπρόσδεκτος	G2144	5	
2126	εὐσεβής	G2152	5	
2132	εὐσχήμων	G2158	5	
2152	ἐφάπαξ	G2178	5	
2154	Ἐφέσιος	G2180	5	
2165	ἔχιδνα	G2191	5	
2187	ζήτημα	G2213	5	
2191	ζόφος	G2217	5	
2211	ἡδονή	G2237	5	
2229	ἥμισυς	G2255	5	
2244	ἡσυχάζω	G2270	5	
2267	θαρσέω	G2293	5	
2285	θεμελιόω	G2311	5	
2306	Θεσσαλονίκη	G2332	5	
2311	θηλάζω	G2337	5	
2312	θῆλυς	G2338	5	
2356	θώραξ	G2382	5	
2368	Ἰάσων	G2394	5	
2373	ἰδιώτης	G2399	5	
2395	Ἰεσσαί	G2421	5	
2415	ἱματισμός	G2441	5	
2479	καθά	G2505	5	
2491	καθεξῆς	G2517	5	
2513	καίπερ	G2539	5	
2587	καταδικάζω	G2613	5	
2599	κατακλίνω	G2625	5	
2609	καταλαλέω	G2635	5	
2636	καταπατέω	G2662	5	
2646	καταράομαι	G2672	5	
2731	κενόω	G2758	5	
2825	κολαφίζω	G2852	5	
2841	κονιορτός	G2868	5	
2872	κράσπεδον	G2899	5	
2887	Κρήτη	G2914	5	
2922	κῦμα	G2949	5	
2927	Κύπρος	G2954	5	
2938	κύων	G2965	5	
2972	λατρεία	G2999	5	
2984	λειτουργός	G3011	5	
2998	ληνός	G3025	5	
3041	λούω	G3068	5	
3078	μαίνομαι	G3105	5	
3083	Μακεδών	G3110	5	
3116	μαρτύρομαι	G3143	5	
3152	μεθίστημι	G3179	5	
3183	μερίς	G3310	5	
3203	μεταδίδωμι	G3330	5	
3218	μετασχηματίζω	G3345	5	
3265	μιαίνω	G3392	5	
3327	μῦθος	G3454	5	
3345	μωρία	G3472	5	
3394	νηστεία	G3521	5	
3403	Νικόδημος	G3530	5	
3463	ὄγδοος	G3590	5	
3467	ὁδηγέω	G3594	5	
3468	ὁδηγός	G3595	5	
3481	ὀθόνιον	G3608	5	
3501	οἰκτιρμός	G3628	5	
3513	ὀλιγόπιστος	G3640	5	
3553	ὀνειδισμός	G3680	5	
3561	ὄνος	G3688	5	
3570	ὁποῖος	G3697	5	
3602	ὁρμάω	G3729	5	
3642	οὐρά	G3769	5	
3668	ὀψάριον	G3795	5	
3676	παγίς	G3803	5	
3701	Παμφυλία	G3828	5	
3707	πανουργία	G3834	5	
3721	παραβάτης	G3848	5	
3725	παραγγελία	G3852	5	
3748	παράκλητος	G3875	5	
3752	παρακύπτω	G3879	5	
3759	παραλύομαι	G3886	5	
3772	παραπορεύομαι	G3899	5	
3815	παροιμία	G3942	5	
3834	πατέω	G3961	5	
3870	πένθος	G3997	5	
3887	περιαιρέω	G4014	5	
3902	περίκειμαι	G4029	5	
3909	περίλυπος	G4036	5	
3920	περιποίησις	G4047	5	
3924	περίσσευμα	G4051	5	
3945	πέτομαι	G4072	5	
3967	πίναξ	G4094	5	
3981	πλάνος	G4108	5	
3995	πλεονεκτέω	G4122	5	
3998	πλευρά	G4125	5	
4015	πλοιάριον	G4142	5	
4040	ποίμνη	G4167	5	
4041	ποίμνιον	G4168	5	
4133	προβαίνω	G4260	5	
4140	προγινώσκω	G4267	5	
4161	προθυμία	G4288	5	
4168	πρόκειμαι	G4295	5	
4181	προοράω	G4308	5	
4182	προορίζω	G4309	5	
4284	πρωτοκλισία	G4411	5	
4290	πταίω	G4417	5	
4293	πτέρυξ	G4420	5	
4329	πωρόω	G4456	5	
4452	σείω	G4579	5	
4476	σιδηροῦς	G4603	5	
4488	σίναπι	G4615	5	
4510	σκηνόω	G4637	5	
4515	σκληρός	G4642	5	
4523	σκορπίζω	G4650	5	
4524	σκορπίος	G4651	5	
4527	σκοτίζομαι	G4654	5	
4584	σπυρίς	G4711	5	
4592	στάχυς	G4719	5	
4596	στεῖρα	G4723	5	
4611	στῆθος	G4738	5	
4621	στοιχέω	G4748	5	
4670	συγχέω	G4797	5	
4719	συμπνίγω	G4846	5	
4776	συνεργέω	G4903	5	
4779	συνεσθίω	G4906	5	
4824	σύρω	G4951	5	
4830	συσταυρόομαι	G4957	5	
4865	σωτήριος	G4992	5	
4909	ταχύς	G5036	5	
4943	τετρακισχίλιοι	G5070	5	
5029	τρόμος	G5156	5	
5063	Τυχικός	G5190	5	
5068	ὑβρίζω	G5195	5	
5079	υἱοθεσία	G5206	5	
5115	ὑπερέχω	G5242	5	
5117	ὑπερήφανος	G5244	5	
5201	Φαραώ	G5328	5	
5284	φόρος	G5411	5	
5318	φύραμα	G5445	5	
5333	φωτεινός	G5460	5	
5348	χαλκός	G5475	5	
5408	χρῄζω	G5535	5	
5421	χρίω	G5548	5	
5422	χρονίζω	G5549	5	
5440	ψάλλω	G5567	5	
5449	ψευδομαρτυρέω	G5576	5	
2203	ἦ	G2229	5	
778	ἀσφαλής	G804	5	KJV
1258	διαῤῥήσσω	G1284	5	KJV
1463	εἴγε	G1489	5	KJV
1881	ἐπέχω	G1907	5	KJV
1940	ἐπιοῦσα	G1966	5	KJV
2023	ἐρημόω	G2049	5	KJV
2442	ἴσθι	G2468	5	KJV
2473	Ἰωσή	G2499	5	KJV
3129	Ματθαῖος	G3156	5	KJV
5160	ὑπόστασις	G5287	5	KJV
19	ἄγκυρα	G45	4	
26	ἄγνοια	G52	4	
43	ἀγρυπνέω	G69	4	
63	ἀδιαλείπτως	G89	4	
90	Ἀθῆναι	G116	4	
124	αἰσχρός	G150|G149	4	
133	αἴτιος	G159	4	
137	αἰχμαλωτίζω	G163	4	
171	ἀκριβέστερον	G197	4	
174	ἀκρίς	G200	4	
176	ἀκροατής	G202	4	
213	ἁλληλουϊά	G239	4	
239	ἁμάρτημα	G265	4	
246	ἀμελέω	G272	4	
257	ἀμίαντος	G283	4	
260	ἀμνός	G286	4	
306	ἀναθεματίζω	G332	4	
318	ἀνακάμπτω	G344	4	
326	ἀνακύπτω	G352	4	
338	ἀνάμνησις	G364	4	
412	ἄνθος	G438	4	
421	ἀνίημι	G447	4	
426	Ἅννας	G452	4	
446	ἀντέχομαι	G472	4	
459	ἀντιλογία	G485	4	
475	ἀντλέω	G501	4	
478	ἄνυδρος	G504	4	
480	ἀνυπότακτος	G506	4	
497	ἀπαιτέω	G523	4	
550	ἀποβαίνω	G576	4	
557	ἀπογράφω	G583	4	
560	ἀποδεκατόω	G586	4	
581	ἀποκεφαλίζω	G607	4	
587	ἀποκρύπτω	G613	4	
591	ἀποκυλίω	G617	4	
675	ἀρεστός	G701	4	
681	Ἁριμαθαία	G707	4	
684	ἀριστερός	G710	4	
690	ἅρμα	G716	4	
721	ἀρχηγός	G747	4	
733	ἄρωμα	G759	4	
758	ἄσπιλος	G784	4	
772	ἄστρον	G798	4	
779	ἀσφαλίζω	G805	4	
794	ἄτιμος	G820	4	
798	ἄτοπος	G824	4	
821	αὐτοῦ	G847	4	
822	αὐτοῦ	G848	4	
844	ἀφόβως	G870	4	
851	ἀφροσύνη	G877	4	
854	ἄφωνος	G880	4	
875	βαθύς	G901	4	
879	βαλλάντιον	G905	4	
883	βαπτισμός	G909	4	
885	βάπτω	G911	4	
892	Βαρθολομαῖος	G918	4	
912	βασίλισσα	G938	4	
932	Βενιαμίν	G958	4	
959	βλαστάνω	G985	4	
963	βλάσφημος	G989	4	
1027	Γαλατία	G1053	4	
1043	γείτων	G1069	4	
1055	γέννημα	G1081	4	
1073	γλυκύς	G1099	4	
1077	γνήσιος	G1103	4	
1086	γογγυσμός	G1112	4	
1090	Γόμορρα	G1116	4	
1094	γονυπετέω	G1120	4	
1102	γυμνάζω	G1128	4	
1124	δαμάζω	G1150	4	
1129	δανείζω	G1155	4	
1146	δειπνέω	G1172	4	
1155	δεκάτη	G1181	4	
1175	δεσμωτήριον	G1201	4	
1192	δῆμος	G1218	4	
1193	δημόσιος	G1219	4	
1213	διαδίδωμι	G1239	4	
1254	διαπορέω	G1280	4	
1287	διάφορος	G1313	4	
1310	διηνεκής	G1336	4	
1332	διορύσσω	G1358	4	
1336	διπλοῦς	G1362	4	
1419	Ἑβραῖος	G1445	4	
1440	ἐγκράτεια	G1466	4	
1469	εἰδωλολατρία	G1495	4	
1488	εἰρηνεύω	G1514	4	
1498	εἴσειμι	G1524	4	
1528	ἐκδίδωμι	G1554	4	
1542	ἐκθαμβέομαι	G1568	4	
1561	ἐκλείπω	G1587	4	
1572	ἐκπειράζω	G1598	4	
1584	ἐκριζόω	G1610	4	
1594	ἐκτίθημι	G1620	4	
1595	ἐκτινάσσω	G1621	4	
1614	ἐλάσσων	G1640	4	
1670	ἐμμένω	G1696	4	
1706	ἔνδειξις	G1732	4	
1715	ἔνδοξος	G1741	4	
1726	ἕνεκα	G1752	4	
1735	ἐνθύμησις	G1761	4	
1779	ἐξαγοράζω	G1805	4	
1800	ἔξειμι	G1826	4	
1824	ἐξουσιάζω	G1850	4	
1846	ἐπακολουθέω	G1872	4	
1889	ἐπίβλημα	G1915	4	
1891	ἐπιβουλή	G1917	4	
1958	ἐπισκοπή	G1984	4	
1965	ἐπιστηρίζω	G1991	4	
1988	ἐπιφαίνω	G2014	4	
1993	ἐπιφωνέω	G2019	4	
2008	ἑπτάκις	G2034	4	
2021	ἐρημία	G2047	4	
2034	Ἑρμῆς	G2060	4	
2036	ἑρπετόν	G2062	4	
2100	εὐλαβής	G2126	4	
2111	εὐοδόομαι	G2137	4	
2183	ζημία	G2209	4	
2194	ζυμόω	G2220	4	
2245	ἡσυχία	G2271	4	
2253	ἦχος	G2279	4	
2305	Θεσσαλονικεύς	G2331	4	
2324	θορυβέω	G2350	4	
2328	θρηνέω	G2354	4	
2330	θρησκεία	G2356	4	
2337	Θυάτειρα	G2363	4	
2351	θυρωρός	G2377	4	
2367	ἴασπις	G2393	4	
2456	Ἰταλία	G2482	4	
2498	καθίημι	G2524	4	
2525	κακολογέω	G2551	4	
2528	κακοποιέω	G2554	4	
2531	κακοῦργος	G2557	4	
2545	κάλυμμα	G2571	4	
2549	κάμινος	G2575	4	
2552	κάμπτω	G2578	4	
2554	Κανά	G2580	4	
2557	κανών	G2583	4	
2582	κατάγνυμι	G2608	4	
2594	κατακαυχάομαι	G2620	4	
2601	κατακλυσμός	G2627	4	
2608	κατακυριεύω	G2634	4	
2617	καταλλαγή	G2643	4	
2638	καταπαύω	G2664	4	
2652	κατασείω	G2678	4	
2655	κατασκηνόω	G2681	4	
2676	καταφέρω	G2702	4	
2698	κατήγορος	G2725	4	
2712	καυματίζω	G2739	4	
2724	κείρω	G2751	4	
2732	κέντρον	G2759	4	
2751	κῆνσος	G2778	4	
2761	κιθάρα	G2788	4	
2766	κινδυνεύω	G2793	4	
2818	κοίτη	G2845	4	
2829	κολοβόω	G2856	4	
2871	κρανίον	G2898	4	
2874	κραταιόομαι	G2901	4	
2876	κράτιστος	G2903	4	
2906	κτῆμα	G2933	4	
2907	κτῆνος	G2934	4	
2911	κτίσμα	G2938	4	
2917	κυκλόω	G2944	4	
2921	κυλλός	G2948	4	
2925	κυνάριον	G2952	4	
2936	κυριότης	G2963	4	
2948	λαγχάνω	G2975	4	
2950	λάθρᾳ	G2977	4	
2974	λάχανον	G3001	4	
2976	λεγιών	G3003	4	
2987	λέπρα	G3014	4	
3024	λόγιον	G3051	4	
3031	λοιδορέω	G3058	4	
3064	Λώτ	G3091	4	
3073	μαθητεύω	G3100	4	
3093	μαλακός	G3120	4	
3099	μαμωνᾶς	G3126	4	
3104	μάννα	G3131	4	
3136	μάχη	G3163	4	
3137	μάχομαι	G3164	4	
3165	μέλι	G3192	4	
3190	μεσονύκτιον	G3317	4	
3206	μετακαλέομαι	G3333	4	
3212	μεταμορφόομαι	G3339	4	
3223	μετοικεσία	G3350	4	
3250	μηνύω	G3377	4	
3269	μίγνυμι	G3396	4	
3274	μιμέομαι	G3401	4	
3302	μοιχάομαι	G3429	4	
3344	μωραίνω	G3471	4	
3376	νεότης	G3503	4	
3407	νῖκος	G3534	4	
3473	ὀδυνάομαι	G3600	4	
3483	οἰκέτης	G3610	4	
3512	ὄλεθρος	G3639	4	
3527	ὅλως	G3654	4	
3529	ὁμιλέω	G3656	4	
3547	ὁμοῦ	G3674	4	
3574	ὀπτασία	G3701	4	
3579	ὅρασις	G3706	4	
3601	ὁρκωμοσία	G3728	4	
3611	ὀρχέομαι	G3738	4	
3620	ὀστέον	G3747	4	
3637	οὐδέπω	G3764	4	
3658	ὄφελον	G3785	4	
3673	ὀψώνιον	G3800	4	
3695	παλαιόω	G3822	4	
3736	παραζηλόω	G3863	4	
3750	παρακολουθέω	G3877	4	
3760	παραμένω	G3887	4	
3761	παραμυθέομαι	G3888	4	
3776	παρασκευάζω	G3903	4	
3784	παραφέρω	G3911	4	
3787	παραχειμάζω	G3914	4	
3814	πάροικος	G3941	4	
3839	πατριάρχης	G3966	4	
3853	πειθαρχέω	G3980	4	
3864	πέμπτος	G3991	4	
3882	πέρας	G4009	4	
3899	περιΐστημι	G4026	4	
3923	περισσεία	G4050	4	
3956	πῆχυς	G4083	4	
3960	πικραίνω	G4087	4	
3961	πικρία	G4088	4	
3963	πικρῶς	G4090	4	
3987	πλάτος	G4114	4	
3996	πλεονέκτης	G4123	4	
4009	πληροφορία	G4136	4	
4019	πλουσίως	G4146	4	
4050	πολίτης	G4177	4	
4065	πόνος	G4192	4	
4082	πορφύρα	G4209	4	
4083	πορφυροῦς	G4210	4	
4112	πραΰς	G4239	4	
4143	προγράφω	G4270	4	
4190	προσάγω	G4317	4	
4212	προσήλυτος	G4339	4	
4213	πρόσκαιρος	G4340	4	
4255	προσωπολημψία	G4382	4	
4283	πρωτοκαθεδρία	G4410	4	
4317	πύργος	G4444	4	
4345	ῥαντίζω	G4472	4	
4399	σάκκος	G4526	4	
4433	σάρκινος	G4560	4	
4437	Σάρρα	G4564	4	
4459	σεμνός	G4586	4	
4483	Σιλουανός	G4610	4	
4487	Σινᾶ	G4614	4	
4519	σκολιός	G4646	4	
4533	σκύλλω	G4660	4	
4549	σουδάριον	G4676	4	
4582	σπουδαίως	G4709	4	
4595	στέγω	G4722	4	
4603	στενοχωρία	G4730	4	
4604	στερεός	G4731	4	
4638	στρουθίον	G4765	4	
4642	στῦλος	G4769	4	
4661	συγκλείω	G4788	4	
4662	συγκληρονόμος	G4789	4	
4664	συγκοινωνός	G4791	4	
4683	σῦκον	G4810	4	
4696	συμβουλεύω	G4823	4	
4711	συμπαραλαμβάνω	G4838	4	
4721	συμπορεύομαι	G4848	4	
4757	συναρπάζω	G4884	4	
4759	σύνδεσμος	G4886	4	
4781	συνετός	G4908	4	
4871	σώφρων	G4998	4	
4882	ταμεῖον	G5009	4	
4887	ταπείνωσις	G5014	4	
4895	ταῦρος	G5022	4	
4905	τάχιον	G5032	4	
4944	τετρακόσιοι	G5071	4	
4949	τετραάρχης	G5076	4	
4952	τεχνίτης	G5079	4	
4955	τηλικοῦτος	G5082	4	
5004	τράγος	G5131	4	
5126	ὑπερῷον	G5253	4	
5165	ὑποταγή	G5292	4	
5209	φάτνη	G5336	4	
5248	Φίλιπποι	G5375	4	
5291	φραγμός	G5418	4	
5293	φράσσω	G5420	4	
5300	φρόνημα	G5427	4	
5305	φρουρέω	G5432	4	
5319	φυσικός	G5446	4	
5337	χάλαζα	G5464	4	
5388	χλωρός	G5515	4	
5390	χοϊκός	G5517	4	
5457	ψηλαφάω	G5584	4	
5466	ψυχρός	G5593	4	
5469	ψωμίον	G5596	4	
5477	ὠδίν	G5604	4	
5484	ὡραῖος	G5611	4	
5497	ὠφέλιμος	G5624	4	
2752	κῆπος	G2779	4	
3930	περισσῶς	G4057	4	
503	ἀπάντησις	G529	4	KJV
558	ἀποδείκνυμι	G584	4	KJV
580	ἀπόκειμαι	G606	4	KJV
586	ἀπόκρισις	G612	4	KJV
1460	ἔθω	G1486	4	KJV
1521	ἐκγαμίζω	G1547	4	KJV
1742	ἐννενηκονταεννέα	G1768	4	KJV
2412	ἱμάς	G2438	4	KJV
3948	πετρώδης	G4075	4	KJV
4897	ταὐτά	G5024	4	KJV
5087	ὑμνέω	G5214	4	KJV
5137	ὑποδέχομαι	G5264	4	KJV
5147	ὑπολαμβάνω	G5274	4	KJV
5161	ὑποστέλλω	G5288	4	KJV
5471	Ω	G5598	4	KJV
3	ἀγγαρεύω	G29	3	
16	ἁγιωσύνη	G42	3	
40	ἄγριος	G66	3	
59	ἀδημονέω	G85	3	
66	ἀδίκημα	G92	3	
84	ἀθανασία	G110	3	
112	αἱρέομαι	G138	3	
120	αἰσχροκερδής	G146	3	
129	αἴτημα	G155	3	
135	αἰχμαλωσία	G161	3	
159	ἀκέραιος	G185	3	
182	ἀκυρόω	G208	3	
190	ἄλαλος	G216	3	
216	ἅλλομαι	G242	3	
222	ἀλοάω	G248	3	
223	ἄλογος	G249	3	
232	ἀλώπηξ	G258	3	
258	Ἀμιναδάβ	G284	3	
268	ἀμφιέννυμι	G294	3	
294	ἀνάγνωσις	G320	3	
301	ἀναζητέω	G327	3	
361	ἀναστατόω	G387	3	
370	ἀνατρέπω	G396	3	
371	ἀνατρέφω	G397	3	
397	ἀνεπίλημπτος	G423	3	
401	ἄνευ	G427	3	
407	ἀνήκω	G433	3	
417	ἀνθρωποκτόνος	G443	3	
435	ἀνορθόω	G461	3	
456	ἀντιλαμβάνομαι	G482	3	
499	ἀπαλλάσσω	G525	3	
500	ἀπαλλοτριόομαι	G526	3	
512	ἀπατάω	G538	3	
521	ἀπειλή	G547	3	
551	ἀποβάλλω	G577	3	
578	ἀποκαταλλάσσω	G604	3	
588	ἀπόκρυφος	G614	3	
621	ἀποστάσιον	G647	3	
630	ἀποσυνάγωγος	G656	3	
642	ἀποφεύγω	G668	3	
643	ἀποφθέγγομαι	G669	3	
651	ἀπρόσκοπος	G677	3	
679	ἀριθμέω	G705	3	
683	ἀριστάω	G709	3	
686	ἄριστον	G712	3	
687	ἀρκετός	G713	3	
696	ἀροτριάω	G722	3	
698	ἁρπαγή	G724	3	
702	ἀρραβών	G728	3	
715	ἀρτύω	G741	3	
729	ἀρχιτρίκλινος	G755	3	
736	ἄσβεστος	G762	3	
769	ἀστοχέω	G795	3	
777	ἀσφάλεια	G803	3	
784	ἀσωτία	G810	3	
806	αὐλέω	G832	3	
838	ἀφικνέομαι	G864	3	
843	ἄφνω	G869	3	
860	ἀχειροποίητος	G886	3	
877	Βαλαάμ	G903	3	
905	βάσανος	G931	3	
933	Βερνίκη	G959	3	
941	Βηθφαγή	G967	3	
944	βία	G970	3	
948	βιβλαρίδιον	G974	3	
956	βιωτικός	G982	3	
973	βόθυνος	G999	3	
987	βούλημα	G1013	3	
995	βραδύς	G1021	3	
997	βραχίων	G1023	3	
1012	βυρσεύς	G1038	3	
1029	γαλήνη	G1055	3	
1032	Γαλλίων	G1058	3	
1056	Γεννησαρέτ	G1082	3	
1106	γυμνότης	G1132	3	
1143	δειλός	G1169	3	
1152	δεκαπέντε	G1178	3	
1153	Δεκάπολις	G1179	3	
1156	δέκατος	G1182	3	
1159	δελεάζω	G1185	3	
1165	Δέρβη	G1191	3	
1169	δεσμεύω	G1195	3	
1173	δεσμόν	G1199	3	
1174	δεσμοφύλαξ	G1200	3	
1188	Δημᾶς	G1214	3	
1190	Δημήτριος	G1216	3	
1198	διαβαίνω	G1224	3	
1201	διαβλέπω	G1227	3	
1203	διαγγέλλω	G1229	3	
1204	διαγίνομαι	G1230	3	
1212	διάδημα	G1238	3	
1215	διαζώννυμι	G1241	3	
1217	διαίρεσις	G1243	3	
1227	διάκρισις	G1253	3	
1257	διαρπάζω	G1283	3	
1263	διασπείρω	G1289	3	
1264	διασπορά	G1290	3	
1267	διαστολή	G1293	3	
1284	διαφημίζω	G1310	3	
1292	διδακτός	G1318	3	
1298	Δίδυμος	G1324	3	
1313	διΐστημι	G1339	3	
1323	δίκη	G1349	3	
1340	δίστομος	G1366	3	
1373	δούλη	G1399	3	
1380	δραχμή	G1406	3	
1382	δρόμος	G1408	3	
1387	δυνάστης	G1413	3	
1388	δυνατέω	G1414	3	
1397	δυσκόλως	G1423	3	
1407	δωρέομαι	G1433	3	
1420	Ἑβραΐς	G1446	3	
1423	ἐγγράφω	G1449	3	
1450	ἑδραῖος	G1476	3	
1479	εἰλικρίνεια	G1505	3	
1516	ἑκατονταπλασίων	G1542	3	
1527	ἐκδημέω	G1553	3	
1549	ἐκκλάω	G1575	3	
1552	ἐκκλίνω	G1578	3	
1576	ἐκπλέω	G1602	3	
1580	ἐκπνέω	G1606	3	
1593	ἐκτενῶς	G1619	3	
1608	ἐκψύχω	G1634	3	
1612	Ἐλαιῶν	G1638	3	
1616	ἐλαττόω	G1642	3	
1636	Ἐλιακίμ	G1662	3	
1642	ἕλκος	G1668	3	
1649	Ἑλληνιστής	G1675	3	
1708	ἑνδέκατος	G1734	3	
1710	ἐνδημέω	G1736	3	
1730	ἐνεργής	G1756	3	
1732	ἐνέχω	G1758	3	
1752	ἔνταλμα	G1778	3	
1764	ἔντρομος	G1790	3	
1768	ἐντυλίσσω	G1794	3	
1776	Ἑνώχ	G1802	3	
1785	ἐξακολουθέω	G1811	3	
1791	ἐξανίστημι	G1817	3	
1807	ἐξετάζω	G1833	3	
1815	ἔξοδος	G1841	3	
1831	ἐξώτερος	G1857	3	
